pageid,ns,title,extract
38858962,0,Captain Lakshmi Sehgal International Airport,
34994243,0,Captain Manuel Nino International Airport,
27620017,0,Captain Manuel Niño International Airport,
23783736,0,Captain Rolden International Airport,
25568224,0,Caracas International Airport,
21789272,0,Cardiff International Airport,
6400303,0,Cardiff Wales International Airport,
51739924,0,Carlos Concha Torres International Airport,
19712312,0,Carlos Ibanez Del Campo International Airport,
28688288,0,Carlos Ibáñez Del Campo International Airport,
8229528,0,Carlos Rovirosa Perez International Airport,
52453920,0,Carlos Rovirosa Pérez International Airport,
20428228,0,Carrasco General Cesáreo L. Berisso International Airport,
2512426,0,Carrasco International Airport,"Carrasco/General Cesáreo L. Berisso International Airport (IATA: MVD, ICAO: SUMU) is the main international airport of Uruguay.  It is the country's largest airport and is located in the Carrasco neighborhood of Montevideo. It has been cited as one of the most efficient and traveler-friendly airports in Latin America.The airport is named after Cesáreo L. Berisso, a pioneer of Uruguayan aviation, and it also hosts an air base of the Uruguayan Air Force."
6039136,0,Carriel Sur International Airport,"Carriel Sur International Airport (IATA: CCP, ICAO: SCIE) is located in Talcahuano, Greater Concepción in the Bío Bío Region, 8 km (5 mi) from Concepción downtown. It is one of the largest airports in Chile and serves domestic traffic for LATAM Airlines, JetSmart and Sky Airline. It also serves as a primary alternate airport for Arturo Merino Benitez Airport, usually receiving international traffic from Santiago when that airport closes due to weather."
52261490,0,Casablanca International Airport,
36445231,0,Casper-Natrona County International Airport,
37657487,0,Casper/Natrona County International Airport,
14832004,0,Casper Natrona County International Airport,
2098606,0,Casper–Natrona County International Airport,"Casper–Natrona County International Airport (IATA: CPR, ICAO: KCPR, FAA LID: CPR) is  7 miles (11 km) northwest of Casper, in Natrona County, Wyoming. Before December 19, 2007 the airport was called Natrona County International Airport.Scheduled passenger service is offered by SkyWest Airlines operating as Delta Connection on behalf of Delta Air Lines. Skywest Airlines, as well as CommutAir, operate as United Express on behalf of United Airlines as well.  These regional airlines operate regional jet aircraft into Casper.  Charter flights (known as ""casino or gamblers' flights"") are occasionally flown to Laughlin or Wendover, Nevada. Located near the airport is the NCIA Business Park, which houses a World War II museum and over 35 business ranging from manufacturing to aviation."
11471024,0,Cassidy International Airport,"Cassidy International Airport (IATA: CXI, ICAO: PLCH) is an airport located north of Banana, a settlement on Kiritimati (pronounced Christmas) island in Kiribati. Until 2018, it was the only airport in the Kiribati part of the Line Islands with an IATA or ICAO code.
The airport is served by Fiji Airways from Nadi, Fiji and Honolulu, United States, but not during the COVID-19 pandemic and closure of international borders. Since neither Air Kiribati nor Coral Sun Airways owns aircraft capable of flying between Kiritimati and the Gilbert Islands, where all other operational airports in Kiribati are located, there are no domestic flights from there to or from Kiritimati, but only domestic flights between the three main Line Islands.
However, Coral Sun Airways declares on its website that the company is considering purchasing a larger aircraft, capable of flying to the Line Islands and the Phoenix Islands."
26682774,0,Castle International Airport,
3085081,0,Cat Bi International Airport,"Cat Bi International Airport (IATA: HPH, ICAO: VVCI) (Vietnamese: Cảng hàng không quốc tế Cát Bi a.k.a. Vietnamese: Sân bay Quốc tế Cát Bi) is an international airport located in Hai Phong, Vietnam."
35045559,0,Catania International Airport,
7798177,0,Cataratas International Airport,
16494464,0,Cataratas del Iguazu International Airport,
14400514,0,Cataratas del Iguazú International Airport,"Cataratas del Iguazú International Airport (Spanish: Aeropuerto Internacional Cataratas del Iguazú) (IATA: IGR, ICAO: SARI), also known as Mayor Carlos Eduardo Krause Airport, is an airport in Misiones Province, Argentina serving the city of Puerto Iguazú and providing access to the nearby Iguazú Falls (Spanish: Cataratas del Iguazú). It is the easternmost Argentine airport served by scheduled flights.
The airport covers an area of 1,804 ha (4,460 acres) and is operated by Aeropuertos Argentina 2000The airport is in forested countryside 16 kilometres (10 mi) southeast of Puerto Iguazú, and 6 kilometres (4 mi) south of the falls. The Cataratas Del Iguazu VOR-DME (Ident: IGU) is located on the field."
3992741,0,Cebu International Airport,
17206419,0,Cengkareng International Airport,
20913035,0,Central Garden at Ben-Gurion International Airport,
568725,0,Central Japan International Airport,
54226360,0,Cephalonia International Airport,
40465557,0,Cerro Largo International Airport,"Cerro Largo International Airport (IATA: MLZ, ICAO: SUMO) is an airport serving Melo, capital of the Cerro Largo Department of Uruguay. The airport is in the countryside 5 kilometres (3 mi) northwest of Melo.
The Melo VOR-DME (Ident: MLO) and non-directional beacon (Ident: MO) are located on the field."
52711404,0,Cerro Moreno International Airport,
16766864,0,Chacalluta International Airport,"Chacalluta International Airport (Aeródromo de Chacalluta Arica) (IATA: ARI, ICAO: SCAR) is an airport serving the city of Arica, capital of the Arica Province in the northern Arica y Parinacota Region of Chile. It is 18.5 kilometres (11.5 mi) northwest of the city and 1 kilometre (0.62 mi) south of the border with Peru.
Runway 02 has an additional 630 metres (2,070 ft) displaced threshold. It is 1.6 kilometres (1 mi) inland from the Pacific shoreline.
The Arica VOR-DME (Ident: ARI) and non-directional beacon (Ident: R) are located on the approach path to Runway 02."
60860725,0,Chandigarh International Airport,
51712300,0,Chandigarh International airport,
31702803,0,Chandigarh international airport,
31032110,0,Changchun International Airport,
9441490,0,Changchun Longjia International Airport,"Changchun Longjia International Airport (IATA: CGQ, ICAO: ZYCC) is an international airport in Jilin Province, China, for which it is an aviation hub in China's Civil Airport System. The airport is 31.2 kilometres (19.4 mi) north-east of provincial capital Changchun and 76 km (47 mi) north-west of Jilin City: responsibility for the operation of the airport is shared by both cities. Changchun Airport is a regional hub for China Southern Airlines."
1179033,0,Changi International Airport,
15503765,0,Changle International Airport,
1905424,0,Changsha Huanghua International Airport,"Changsha Huanghua International Airport (IATA: CSX, ICAO: ZGHA, CAAC LID: HHA) is the airport serving Changsha, the capital of Hunan province, China, as well as nearby cities such as Zhuzhou and Xiangtan. As of 2016, it is the 13th busiest civil airport in China. Located about 25 kilometres (16 mi) from downtown Changsha in the town of Huanghua in Changsha County, the airport has two terminal buildings. The airport is managed by the Hunan Airport Authority, a publicly owned corporation managing all five airports in Hunan Province. Huanghua airport was opened in August 1989, replacing Changsha Datuopu Airport, which is now a military air base."
55775415,0,Changsha International Airport,
29726342,0,"Changuinola ""Capitan Manuel Nino"" International Airport",
29576050,0,"Changuinola ""Capitan Manuel Niño"" International Airport",
27620002,0,"Changuinola ""Capitán Manuel Niño"" International Airport","Changuinola ""Capitan Manuel Niño"" International Airport (Spanish: Aeropuerto Internacional de Changuinola ""Capitan Manuel Niño"") (IATA: CHX, ICAO: MPCH) is an airport serving Changuinola, the capital of the Changuinola District in the Bocas del Toro Province in Panama. The name is in honor of the first Panamanian pilot."
15679204,0,Chania/Ioannis Daskalogiannis International Airport,
6807942,0,Chania International Airport,"Chania International Airport ""Daskalogiannis"" (IATA: CHQ, ICAO: LGSA) is an international airport located near Souda Bay on the Akrotiri peninsula of the Greek island of Crete, serving the city of Chania, 14 kilometres (8.7 mi) away. It is a gateway to western Crete for an increasing number of tourists. The airport is named after Daskalogiannis, a Cretan rebel against Ottoman rule in the 18th century and is a joint civil–military airport. It is the sixth busiest airport in Greece.

"
6807942,0,Chania International Airport,"Chania International Airport ""Daskalogiannis"" (IATA: CHQ, ICAO: LGSA) is an international airport located near Souda Bay on the Akrotiri peninsula of the Greek island of Crete, serving the city of Chania, 14 kilometres (8.7 mi) away. It is a gateway to western Crete for an increasing number of tourists. The airport is named after Daskalogiannis, a Cretan rebel against Ottoman rule in the 18th century and is a joint civil–military airport. It is the sixth busiest airport in Greece.

"
61983907,0,Chaoyang International Airport,
257168,0,Charles De Gaulle International Airport,
3969059,0,Charles Kirkconnell International Airport,"Sir Captain Charles Kirkconnell International Airport (IATA: CYB, ICAO: MWCB) is an airport serving Cayman Brac, Cayman Islands. It is one of the hubs for Cayman Airways with flights to Owen Roberts International Airport on Grand Cayman, and Edward Bodden Airfield on Little Cayman. It is the only airport on Cayman Brac.
The runway is on the southwestern end of Cayman Brac, and parallels the south shoreline. Approach and departures are over the water. The Cayman Brac non-directional beacon (Ident: CBC) is located 1.0 nautical mile (1.9 km) off the approach threshold of Runway 27.The airport was renamed Charles Kirkconnell International Airport, in memory of Captain Charles Leonard Kirkconnell, a prominent local businessman with strong ties to the Sister Islands. Its previous name was Gerrard-Smith International Airport."
21830086,0,Charles de Gaulle International Airport,
294579,0,Charleston International Airport,"Charleston International Airport (IATA: CHS, ICAO: KCHS, FAA LID: CHS) is a joint civil-military airport located in North Charleston, South Carolina, United States. The airport is operated by the Charleston County Aviation Authority under a joint-use agreement with Joint Base Charleston. It is South Carolina's busiest airport; in 2019 the airport served nearly 4.9 million passengers in its busiest year on record. The airport is located in North Charleston and is approximately 12 miles (19 km) northwest of downtown Charleston. The airport serves as a focus city for Breeze Airways. It is also home to the Boeing facility that assembles the 787 Dreamliner."
953603,0,Charlotte-Douglas International Airport,
40193737,0,Charlotte/Douglas International Airport,
264293,0,Charlotte Douglas International Airport,"Charlotte Douglas International Airport (IATA: CLT, ICAO: KCLT, FAA LID: CLT), typically referred to as Charlotte Douglas, Douglas Airport, or simply CLT, is an international airport in Charlotte, North Carolina, located roughly six miles west of the city's central business district. Charlotte Douglas is the primary airport for commercial and military use in the Charlotte metropolitan area. Operated by the city of Charlotte's aviation department, the airport covers 5,558 acres (2,249 ha) of land.Established in 1935 as Charlotte Municipal Airport, the airport was renamed in 1982 for Ben Elbert Douglas Sr., who was mayor of Charlotte when the airport was first built.In 2019, CLT was the 11th-busiest airport in the United States in terms of passenger traffic, having processed over 50 million passengers, and fifth-busiest in terms of aircraft operations, ranking sixth globally. Charlotte is a fortress hub for American Airlines, which operates the majority of the airport's flights. The airport has four runways and one passenger terminal with 115 gates (the most of any airport terminal in the U.S.) across five concourses. A commercial-civil-military facility, the airport is home to the Charlotte Air National Guard base and its host unit, the 145th Airlift Wing of the North Carolina Air National Guard.

"
13282672,0,Charlotte International Airport,
7400351,0,Chatrapati Shivaji International Airport,
66098775,0,Chaudhary Charan Singh International Airport,
21903282,0,Chaudhry Charan Singh International Airport,
8286232,0,Cheboksary International Airport,"Cheboksary International Airport (Chuvash: Шупашкар Аэропорчĕ, Shupashkar Aeroporchĕ; Russian: Международный Аэропорт Чебоксары) (IATA: CSY, ICAO: UWKS) is a small airport located 7 km (4.3 mi) southeast of Cheboksary, a city in Chuvashia, Russia.  It services medium-sized airliners. In 2018, the number of passengers passing through this airport reached 270,000 passengers."
4063431,0,Cheddi Jagan International Airport,"Cheddi Jagan International Airport (IATA: GEO, ICAO: SYCJ), formerly Timehri International Airport, is the national airport of Guyana. The airport is located on the right bank of the Demerara River in the city of Timehri, 41 kilometres (25 mi) south of Guyana's capital, Georgetown. It is the larger of the two international airports serving Georgetown with the other airport being the Eugene F. Correira International Airport."
46190309,0,Cheddi Jaggan International Airport,
46190312,0,Cheddi Jaggon International Airport,
9233257,0,Chek Lap Kok International Airport,
24796928,0,Cheng Du Shuang Liu International Airport,
8241219,0,Chengdu International Airport,
2303161,0,Chengdu Shuangliu International Airport,"Chengdu Shuangliu International Airport (IATA: CTU, ICAO: ZUUU) is the major international airport serving Chengdu, the capital of Sichuan province, China. Located about 16 kilometres (10 mi) southwest of downtown Chengdu to the north of Shuangliu District, Shuangliu airport is an important aviation hub for Western China. Shuangliu Airport is one of the two core hubs for Air China, together with Beijing, as well as the main hub and headquarters for Sichuan Airlines and Chengdu Airlines. China Eastern Airlines, China Southern Airlines, Shenzhen Airlines, Lucky Air and Tibet Airlines also have bases at Shuangliu Airport.
Shuangliu Airport handled 55.9 million passengers in 2019, being among world's 25 busiest airports in 2019, the fourth-busiest in mainland China, and the busiest in western  China."
41776622,0,Chengdu Tianfu International Airport,"Chengdu Tianfu International Airport (IATA: TFU, ICAO: ZUTF) is an airport serving Chengdu, the capital of China's Sichuan province and a major air hub. The site of the airport was chosen at Lujia Town, Jianyang, Chengdu,  51 kilometres (32 mi) south-east of the center of Chengdu. It is named after the Tianfu New Area, a development zone for Chengdu in which the airport is located. Construction began May 2016 and the airport opened on 27 June 2021. It will operate as a second airport for Chengdu with the existing Chengdu Shuangliu International Airport continuing to operate."
296106,0,Chennai International Airport,"Chennai International Airport (IATA: MAA, ICAO: VOMM) is an international airport serving the city of Chennai, Tamil Nadu, India, and its metropolitan area. It is located in Meenambakkam, 21 km (13 mi) from the city centre.  Chennai International Airport is the  sixth busiest airport in India It was also 49th busiest airport in Asia in 2018 making it one of the four major airports in India under the top 50 list of 2018. In financial year 2021, the airport handled 5.49 million passengers.The airport is served by the airport metro station of the Chennai Metro and the Tirusulam railway station of the Chennai Suburban Railway system. To cope with the passenger traffic, two new terminals, namely, T2 and one satellite terminal, are under construction to handle 40 million passengers per year. Once completed, it will be India's first airport to have a satellite terminal. The new satellite terminal will be connected through a four way underground walkalator for passenger movement across different terminals. Still, the Tirusulam airport complex is expected to reach saturation by 2035, with a peak capacity of 40 million passengers, and a proposal for a new greenfield airport in Chennai is underway for decades. Once the new airport is commissioned, both the airports will be functional.The domestic and the international terminals are named after former Chief Ministers of Tamil Nadu K. Kamaraj and C. N. Annadurai, respectively. It was the first airport in India to have international and domestic terminals located adjacent to each other. It was designed by Creative Group, an India-based architecture firm. The airport serves as the regional headquarters of the Airports Authority of India (AAI) for South India comprising the states of Tamil Nadu, Andhra Pradesh and Kerala and the union territories of Puducherry and Lakshadweep.

"
3732400,0,Chennault International Airport,"Chennault International Airport (IATA: CWF, ICAO: KCWF, FAA LID: CWF) is a public use airport located four nautical miles (7 km) east of the central business district of Lake Charles, a city in Calcasieu Parish, Louisiana, United States. It is owned by the Chennault International Airport Authority. The main runway is the longest at any airport between Houston and Cape Canaveral."
26510367,0,Cheong Ju International Airport,
1783628,0,Cheongju International Airport,"Cheongju International Airport (Hangul: 청주국제공항; Hanja: 淸州國際空港; Revised Romanization: Cheongju Gukje Gonghang; McCune-Reischauer: Ch'ŏngju Kukche Konghang) (IATA: CJJ, ICAO: RKTU) is an international airport in Cheongwon-gu, South Korea. It also serves the cities of Daejeon and Sejong. In 2018, 2,453,649 passengers used the airport. It also houses the 17th fighter wing of the ROKAF. There is a railway station next to the airport, called Cheongju Airport station, which is on the Chungbuk Line."
1608024,0,Chep Lap Kok International Airport,
31398400,0,Cherkasy International Airport,"Cherkasy International Airport (Ukrainian: Міжнародний аеропорт ""Черкаси"") (IATA: CKC, ICAO: UKKE) is located 5.5 km from the city center. The airport is owned by Cherkasy City Council."
9363554,0,Chernivtsi International Airport,"Chernivtsi Leonid Kadeniuk International Airport (Ukrainian: Міжнародний аеропорт «Чернівці» імені Леоніда Каденюка) (IATA: CWC, ICAO: UKLN) is an airport in the city of Chernivtsi in western Ukraine."
28413526,0,Chernovtsy International Airport,
2170370,0,Chetumal International Airport,"Chetumal International Airport (IATA: CTM, ICAO: MMCM) is an international airport located in Chetumal, Quintana Roo, Mexico. It handles national and international air traffic for the city of Chetumal. It's operated by Aeropuertos y Servicios Auxiliares (ASA), a federal government-owned corporation."
60173580,0,Chhatrapati Sambhaji Raje International Airport,
58345231,0,Chhatrapati Shivaji International Airport,
287183,0,Chhatrapati Shivaji Maharaj International Airport,"Chhatrapati Shivaji Maharaj International Airport (छत्रपती शिवाजी महाराज आंतरराष्ट्रीय विमानतळ) (IATA: BOM, ICAO: VABB) is the primary international airport serving Mumbai, Maharashtra, India. It is the second busiest airport in the country in terms of total and international passenger traffic after Delhi, and was the 14th busiest airport in Asia and 41st busiest airport in the world by passenger traffic in calendar year 2019. Its passenger traffic was about 49.8 million in year 2018. It is also the second busiest airport in terms of cargo traffic. In March 2017, the airport surpassed London's Gatwick Airport as the world's busiest to operate a single runway at a time. This was later surpassed again by Gatwick Airport at the end of 2019 due to passenger numbers falling at Mumbai. The airport's IATA code BOM is associated with ""Bombay"", the city's former legal name.
The airport has two operating terminals spread over a total land area of 750 hectares (1,850 acres) and handles about 950 aircraft movements per day. It handled a record 1,007 aircraft movements on 9 December 2018, higher than its earlier record of 1,003 flight movements in a day in June 2018. It handled a record 51 movements in one hour on 16 September 2014. Along with IGI Delhi, it was adjudged the ""World's Best Airport"" at Airport Service Quality Awards 2017 in the highest category of airports handling more than 40 million passengers annually by Airports Council International. It has also won the ""Best Airport in India and Central Asia"" award at the Skytrax 2016 World Airport Awards. It is one of the three airports in India to have implemented Airport Collaborative Decision Making (A-CDM) to ensure timely takeoffs and landings. In financial year 2020, the Mumbai Airport handled 45.87 million passengers, only second to IGI's 67.3 million in India.The airport is operated by Mumbai International Airport Limited (MIAL), a Joint Venture between the Airports Authority of India and the GVK Industries Ltd led consortium which was appointed in February 2006 to carry out the modernisation of the Airport. The new integrated terminal T2 was inaugurated on 10 January 2014 and opened for international operations on 12 February 2014. A dedicated six lane, elevated road connecting the new terminal with the main arterial Western Express Highway was also opened to the public the same day.The airport is named after the 17th-century Maratha king Chhatrapati Shivaji Maharaj, having been renamed in 1999 from the previous ""Sahar Airport"" to ""Chhatrapati Shivaji Maharaj International Airport"" (the title ""Maharaj"" was inserted on 30 August 2018). It is situated across the suburbs of Santacruz and Sahar Village in Vile Parle East. The airport is awarded as the best airport in Asia-Pacific in 2020 (over 40 million passengers per annum) by Airports Council International."
322415,0,Chiang Kai-Shek International Airport,
7313295,0,Chiang Kai-shek International Airport,
266332,0,Chiang Kai Shek International Airport,
13746361,0,Chiang Kai Shiek International Airport,
266300,0,Chiang Mai International Airport,"Chiang Mai International Airport (Thai: ท่าอากาศยานเชียงใหม่) (IATA: CNX, ICAO: VTCC) is an international airport serving Chiang Mai, the capital city of Chiang Mai Province in Thailand.  It is a major gateway to Northern Thailand, and currently the fourth-busiest airport in the country."
266303,0,Chiang Rai International Airport,"Mae Fah Luang - Chiang Rai International Airport (Thai: ท่าอากาศยานแม่ฟ้าหลวง เชียงราย; pronunciation  ) (old name: Chiang Rai International Airport (Thai: ท่าอากาศยานเชียงราย)) (IATA: CEI, ICAO: VTCT) is in the city of Chiang Rai in northern Thailand. The airport is about 8 km from the city center. Since 1998 it has been managed by the Airports of Thailand Public Company Limited (AOT). In 2013 the airport handled over 1,000,000 passengers and 7,000 passenger flights. The airport has international flight facilities and serves few international routes to Kunming, Haikou, Hangzhou, Changsha, Xishuangbanna, Shenzhen, and Chengdu.
In 2014, Airports of Thailand said that they would expand Chiang Rai airport. The plans include building an additional taxiway and more shops, and possibly extending the runway. This should be completed in 2030.Chiang Rai International Airport was named ""Mae Fah Luang"", after Princess Srinagarindra, mother of the previous monarch, Bhumibol Adulyadej, reigning under the dynastic name of Rama IX."
10468803,0,Chicago-Midway International Airport,
7513419,0,Chicago-O'Hare International Airport,
14811530,0,Chicago/Rockford International Airport,
15475401,0,Chicago International Airport,"Chicago International Airport may refer to:

O'Hare International Airport, Chicago's largest airport and largest international gateway
Chicago Midway International Airport, the first airport with that name
Gary Chicago International Airport, an airport in Gary, Indiana
Chicago Rockford International Airport"
44249325,0,Chicago Midway International Airport,
27923009,0,Chicago O'Hare International Airport,
423177,0,Chicago O' Hare International Airport,
27821036,0,Chicago O'hare International Airport,
33968795,0,Chicago O´Hare International Airport,
24396388,0,Chicago O’Hare International Airport,
2514876,0,Chicago Rockford International Airport,"Chicago Rockford International Airport (IATA: RFD, ICAO: KRFD, FAA LID: RFD), is in Winnebago County, Illinois, United States, four miles (6 km) south of Rockford and 85 miles northwest of Chicago.Since 1994 the airport has been a major hub for UPS Airlines, which has two facilities at the airport.  In terms of passenger service, the airport offers year-round direct service to five destinations, along with seasonal destinations. The Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021 categorized it as a non-hub primary commercial service facility."
39502187,0,Chichen Itza International Airport,"Chichen Itza International Airport (IATA: CZA, ICAO: MMCT) is an international airport located in Chichen Itza, Yucatán, Mexico, in the northern Yucatán Peninsula. Airport construction began in 1999 and it was inaugurated on April 12, 2000 with an investment of 135 million pesos (about US$14,250,000 in that year). Initially, Aeroméxico, Mexicana, Aerocozumel and American Airlines were interested in making operations at the airport, shortly after the airlines stopped operating because it was not profitable, the tourists arrived first to Cancún and after they went to Chichén Itzá in car or bus. Currently the airport is almost inoperative and has left a debt of 27 million pesos (about US$1,450,000)."
4407902,0,Chiclayo International Airport,
2015538,0,Chihuahua International Airport,"General Roberto Fierro Villalobos International Airport (IATA: CUU, ICAO: MMCU) is an international airport located in Chihuahua City, Chihuahua, Mexico. Operated by Grupo Aeroportuario Centro Norte (commonly known as OMA), it handles national and international air traffic of the city of Chihuahua.
In 2019, 1,699,816 passengers used Chihuahua Airport, decreasing to 818,151 in 2020."
1191832,0,Chileka International Airport,"Chileka International Airport (IATA: BLZ, ICAO: FWCL) is an international airport in Malawi. It is located approximately 13 km (7 nmi; 8 mi), by road, northwest of Blantyre, the second largest city in the Republic of Malawi and the country's commercial and financial capital. Chileka is Malawi's second international airport, the other being Kamuzu International Airport, in Lilongwe, the nation's capital city."
52732555,0,Chinchero International Airport,"Chinchero International Airport is an under construction international airport in the town of Chinchero District, Cusco Region, Perú. It is planned to replace Alejandro Velasco Astete International Airport. Its altitude will be 3,720 metres (12,200 ft) above sea level."
38046876,0,Chinggis Khaan International Airport,"Chinggis Khaan International Airport (Mongolian: Чингис хаан олон улсын нисэх буудал), also referred to as New Ulaanbaatar International Airport (Mongolian: Улаанбаатар хотын олон улсын шинэ нисэх онгоцны буудал), (IATA: UBN, ICAO: ZMCK), is an international airport located in the Khöshig Valley of Sergelen, Töv, Mongolia, 52 km south of the capital Ulaanbaatar and 20 km southwest of Zuunmod. It started its operations on 4 July 2021 and serves as the primary airport for Ulaanbaatar and its metropolitan area, functioning as a replacement for Buyant-Ukhaa International Airport. Named after Genghis Khan, it is the largest air facility in the country, serving as a hub for all major Mongolian airlines.
The airport is designed with a capacity of handling up to 1,100 passengers per hour and two million passengers per year, with cargo capacity set at 11,900 tons.The airport is connected via highway to Ulaanbaatar, with four shuttle bus routes operating to and from various points in Ulaanbaatar as of 2021."
2685764,0,Chippewa County International Airport,"Chippewa County International Airport (IATA: CIU, ICAO: KCIU, FAA LID: CIU) is a public use airport in Chippewa County, Michigan, United States. It is located 15 nautical miles (17 mi, 28 km) south of the central business district of Sault Ste. Marie, Michigan. The airport is owned by the Chippewa County Economic Development Corporation. It was formerly the Kincheloe Air Force Base.
It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021, in which it is categorized as a non-hub primary commercial service facility."
2125627,0,Chisinau International Airport,
8291283,0,Chita-Kadala International Airport,"Chita-Kadala International Airport (IATA: HTA, ICAO: UIAA) is a single runway airport, located in Chita (Russian: Чита, IPA: [tɕɪˈta]), the administrative center of Zabaykalsky Krai, Russia. The airport handles about 150,000 passengers per year."
30876906,0,Chitose International Airport,
23512246,0,Chittagong International Airport,
33315997,0,Chişinău International Airport,
700758,0,Chișinău International Airport,"Chișinău International Airport (IATA: KIV, ICAO: LUKK) is Moldova's main international airport, located 13 km (8.1 mi) southeast of the centre of Chișinău, the capital city. It serves as headquarters for Air Moldova, the country's national airline. The IATA airport code KIV is derived from Kishinev (the Russian and former English name of the city)."
7758902,0,Chlef International Airport,"Aéroport International de Chlef (IATA: CFK, ICAO: DAOI), also known as Aboubakr Belkaid Airport, is an airport 5 kilometres (3.1 mi) north of the city of Chlef, in Algeria.
The DAOI-Chlef VOR/DME (Ident: CLF) is located on the field.During World War II, the facility was known as ""Warnier Airfield"".  It was a major Twelfth Air Force base of operations during the North African Campaign against the German Afrika Korps."
8409098,0,Chongqing International Airport,
5318329,0,Chongqing Jiangbei International Airport,"Chongqing Jiangbei International Airport (IATA: CKG, ICAO: ZUCK) is located in Yubei District, Chongqing, People's Republic of China. The airport's IATA Airport code, CKG, is derived from the city's former romanized name, Chungking. Jiangbei airport is also a 128-hour transit visa-free airport for foreigners from many countries. It was awarded first place in the ""Best Airport in the 25–40 Million Passenger Size"" category by Airports Council International in 2017 and again in 2018.Situated 19 kilometres (12 mi) north of the city centre of Chongqing, the airport is a major aviation hub for airlines in western China, including China Express Airlines, China Southern Airlines (Chongqing Airlines), Sichuan Airlines, Shandong Airlines, XiamenAir and China West Air. Chongqing is a focus city of Air China and Hainan Airlines.
The airport has three terminals: Terminal 2 serving domestic flights and Terminal 3A other domestic flights and all international flights while Terminal 1 is currently closed. The first, second, and third phases of the airport came into operation in January 1990, December 2004, and December 2010, respectively. Terminal 2 is capable of handling 15 million passengers and Terminal 3A 45 million passengers annually.In terms of passenger traffic, Jiangbei Airport was the ninth-busiest airport nationwide in 2018, handling 41,595,887 passengers with a year-on-year growth of 7.4 percent. The airport was the eighth-busiest airport by traffic movements and tenth-busiest airport by cargo traffic in China in 2016.

"
62447823,0,Christchurch International Airport,
63352343,0,Chu Lai International Airport,
10081717,0,Chub Cay International Airport,"Chub Cay Airport is an airport in Chub Cay in the Berry Islands in The Bahamas (IATA: CCZ, ICAO: MYBC). The airport actually lies in Frazers Hog Cay."
1527493,0,Chubu Centrair International Airport,"Chubu Centrair International Airport (中部国際空港, Chūbu Kokusai Kūkō) (IATA: NGO, ICAO: RJGG) is an international airport on an artificial island in Ise Bay, Tokoname City in Aichi Prefecture, 35 km (22 mi) south of Nagoya in central Japan.Centrair is classified as a first class airport and is the main international gateway for the Chubu (""central"") region of Japan. The name ""Centrair"" (セントレア, Sentorea) is an abbreviation of Central Japan International Airport, an alternate translation used in the English name of the airport's operating company, Central Japan International Airport Co., Ltd. (中部国際空港株式会社, Chūbu Kokusai Kūkō Kabushiki-gaisha). 10.2 million people used the airport in 2015, ranking 8th busiest in the nation, and 208,000 tons of cargo was moved in 2015."
5348547,0,Chubu International Airport,
423222,0,Chung-cheng International Airport,
8198794,0,Chuuk International Airport,"Chuuk International Airport (IATA: TKK, ICAO: PTKK) is an airport located on Weno (formerly Moen), the main island of the State of Chuuk (formerly Truk) in the Federated States of Micronesia."
31095688,0,Chángshā Huánghuā International Airport,
51585916,0,Chūbu Centrair International Airport,
22879655,0,Chūbu International Airport,
49769167,0,Ciampino-G. B. Pastine International Airport,
49769077,0,Ciampino - G.B. Pastine International Airport,
39383671,0,Ciampino – G.B. Pastine International Airport,
701658,0,Ciampino–G. B. Pastine International Airport,"Rome—Ciampino International Airport ""G. B. Pastine"" (Italian: Aeroporto Internazionale di Roma–Ciampino ""G. B. Pastine"") (IATA: CIA, ICAO: LIRA), is the secondary international airport of Rome, the capital of Italy, after Rome-Fiumicino Airport ""Leonardo da Vinci"". It is a joint civilian, commercial and military airport situated 6.5 NM (12.0 km; 7.5 mi) south southeast of central Rome, just outside the Greater Ring Road (Italian: Grande Raccordo Anulare or GRA) the circular motorway around the city.
The airport is an important hub for many low-cost carriers and general aviation traffic. It also hosts a military airport and the headquarters of the 31º Stormo and the 2nd Reparto Genio of the Italian Air Force. The airport is named after Giovan Battista Pastine, an Italian airship pilot who served in World War I."
4165553,0,Cibao International Airport,"Cibao International Airport (Spanish: Aeropuerto Internacional del Cibao) (IATA: STI, ICAO: MDST), also known as Santiago Airport, is located in Santiago de los Caballeros, Dominican Republic's second-largest city. It is the country's third-busiest airport by passenger traffic and aircraft movements, after Punta Cana International Airport and Las Américas International Airport. Since its inauguration, Cibao International has been projected to become one of busiest airports in terms of passenger traffic in the country. Presently it has become the third-busiest airport in the Dominican Republic, only being surpassed by the airports of Punta Cana and Santo Domingo. The airport served more than 970,000 passengers in 2006.The airport is located 15 kilometers (9.3 mi) southeast of Santiago City's center.
The air terminal mainly serves Dominicans residing in the United States, the Turks and Caicos Islands, and Puerto Rico, as well as Haitians residing in the Cibao Region. Recently many tourists and missionary workers are using Cibao Int'l as a gateway to the Dominican Republic.
JetBlue is the primary international operator, with up to twenty daily flights to New York–JFK, Newark, and Boston. The airline replaced flights from American Airlines, and some slots from other airlines flying to the United States of America."
264292,0,Cincinnati-Northern Kentucky International Airport,
